"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3648664,4022686,832866,1121866
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251418,383,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",90333,0,7732,1632,110492
"06","Buenos Aires","Moderna 010 mg mL",0,52267,31621,0,180909
"06","Buenos Aires","Moderna ARNm 020 mg mL",0,426918,1263902,3185,4551086
"06","Buenos Aires","Moderna Bivariante BA 4 5",213,12,9,0,236920
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1374308,1452439,77612,5407866
"06","Buenos Aires","Pfizer Bivariante BA 4 5",0,0,0,0,241937
"06","Buenos Aires","Pfizer Pediátrica",0,20650,10744,141169,2065
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5957402,5271823,1662,12828
"06","Buenos Aires","Sputnik Light",412,0,1040,0,7713
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4315840,2693190,6256,859741
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,728401,763051,204535,506984
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65740,198,0,0
"02","CABA","Cansino Ad5 nCoV",29925,0,1673,44,51054
"02","CABA","Moderna 010 mg mL",0,16543,9684,0,64354
"02","CABA","Moderna ARNm 020 mg mL",0,36686,280076,1489,2065597
"02","CABA","Moderna Bivariante BA 4 5",1570,1153,974,0,98534
"02","CABA","Pfizer BioNTech Comirnaty",0,193602,220497,62865,1286552
"02","CABA","Pfizer Bivariante BA 4 5",0,0,2,0,229492
"02","CABA","Pfizer Pediátrica",0,2891,2057,1678,89476
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1019514,968474,1664,5458
"02","CABA","Sputnik Light",174,0,233,0,78
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,896683,627510,231,14084
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86673,86608,18029,59947
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4822,13,0,0
"10","Catamarca","Cansino Ad5 nCoV",2587,0,1050,328,48694
"10","Catamarca","Moderna 010 mg mL",0,5657,2898,0,13070
"10","Catamarca","Moderna ARNm 020 mg mL",0,7725,24269,403,141409
"10","Catamarca","Moderna Bivariante BA 4 5",71,205,151,0,11089
"10","Catamarca","Pfizer BioNTech Comirnaty",0,33596,30815,863,97334
"10","Catamarca","Pfizer Bivariante BA 4 5",0,1,5,0,15129
"10","Catamarca","Pfizer Pediátrica",0,47,91,52,15651
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,171534,157639,43,667
"10","Catamarca","Sputnik Light",5,0,3,0,294
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",0,96760,73693,1649,29527
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",0,240528,220661,29269,92662
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",0,15552,791,0,0
"22","Chaco","Cansino Ad5 nCoV",11410,0,823,212,21365
"22","Chaco","Moderna 010 mg mL",0,4754,2473,0,17309
"22","Chaco","Moderna ARNm 020 mg mL",0,31722,70296,1400,174089
"22","Chaco","Moderna Bivariante BA 4 5",297,262,162,0,18646
"22","Chaco","Pfizer BioNTech Comirnaty",0,69522,58815,7795,163881
"22","Chaco","Pfizer Bivariante BA 4 5",0,6,23,0,17730
"22","Chaco","Pfizer Pediátrica",0,811,336,252,4201
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",0,393529,314753,445,3750
"22","Chaco","Sputnik Light",51,0,81,0,589
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",0,258377,182126,4471,54833
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",0,132920,128786,20527,45936
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",0,11936,662,0,0
"26","Chubut","Cansino Ad5 nCoV",3587,0,366,52,5776
"26","Chubut","Moderna 010 mg mL",0,706,515,0,3845
"26","Chubut","Moderna ARNm 020 mg mL",0,21140,34157,1220,89951
"26","Chubut","Moderna Bivariante BA 4 5",170,68,46,0,13794
"26","Chubut","Pfizer BioNTech Comirnaty",0,33498,40168,4516,146989
"26","Chubut","Pfizer Bivariante BA 4 5",0,1,4,0,11483
"26","Chubut","Pfizer Pediátrica",0,483,230,28,2713
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",0,173445,142386,174,1028
"26","Chubut","Sputnik Light",51,0,46,0,106
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",0,136836,100196,905,15191
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",0,194330,186156,17688,161680
