"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3648648,4022672,832866,1121854
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251417,383,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",90329,0,7732,1632,110486
"06","Buenos Aires","Moderna 010 mg mL",0,48899,27089,0,159544
"06","Buenos Aires","Moderna ARNm 020 mg mL",0,426850,1263770,3185,4545600
"06","Buenos Aires","Moderna Bivariante BA 4 5",0,0,0,0,18178
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1374183,1452205,77612,5405429
"06","Buenos Aires","Pfizer Bivariante BA 4 5",0,0,0,0,190200
"06","Buenos Aires","Pfizer Pediátrica",0,20639,10721,141147,1932
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5956409,5269658,1662,12302
"06","Buenos Aires","Sputnik Light",211,0,508,0,2509
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4315831,2693179,6256,859728
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,728387,763034,204550,506927
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65728,197,0,0
"02","CABA","Cansino Ad5 nCoV",29924,0,1673,44,51050
"02","CABA","Moderna 010 mg mL",0,15152,8208,0,60756
"02","CABA","Moderna ARNm 020 mg mL",0,36621,279978,1489,2064084
"02","CABA","Moderna Bivariante BA 4 5",0,0,1,0,880
"02","CABA","Pfizer BioNTech Comirnaty",0,193582,220446,62873,1286071
"02","CABA","Pfizer Bivariante BA 4 5",0,0,1,0,149043
"02","CABA","Pfizer Pediátrica",0,2884,2047,1668,89133
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1019270,967990,1664,5421
"02","CABA","Sputnik Light",100,0,174,0,49
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,896672,627500,231,14078
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86669,86598,18029,59901
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4821,13,0,0
"10","Catamarca","Cansino Ad5 nCoV",2584,0,1048,328,48531
"10","Catamarca","Moderna 010 mg mL",0,5477,2684,0,12259
"10","Catamarca","Moderna ARNm 020 mg mL",0,7721,24263,403,139512
"10","Catamarca","Moderna Bivariante BA 4 5",0,57,12,0,2456
"10","Catamarca","Pfizer BioNTech Comirnaty",0,33581,30806,863,96074
"10","Catamarca","Pfizer Bivariante BA 4 5",0,0,2,0,6954
"10","Catamarca","Pfizer Pediátrica",0,43,78,51,15321
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,171481,157521,43,641
"10","Catamarca","Sputnik Light",2,0,1,0,287
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",0,96759,73682,1649,29362
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",0,240503,220562,29269,92518
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",0,15550,789,0,0
"22","Chaco","Cansino Ad5 nCoV",11405,0,821,212,21308
"22","Chaco","Moderna 010 mg mL",0,4548,2245,0,15272
"22","Chaco","Moderna ARNm 020 mg mL",0,31713,70248,1400,173007
"22","Chaco","Moderna Bivariante BA 4 5",0,0,3,0,2608
"22","Chaco","Pfizer BioNTech Comirnaty",0,69394,58653,7795,162834
"22","Chaco","Pfizer Bivariante BA 4 5",0,3,6,0,12723
"22","Chaco","Pfizer Pediátrica",0,807,331,251,4175
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",0,392785,314002,445,3616
"22","Chaco","Sputnik Light",29,0,47,0,267
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",0,258359,182084,4471,54773
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",0,132916,128775,20527,45928
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",0,11936,662,0,0
"26","Chubut","Cansino Ad5 nCoV",3585,0,366,52,5772
"26","Chubut","Moderna 010 mg mL",0,624,412,0,3562
"26","Chubut","Moderna ARNm 020 mg mL",0,21127,34135,1220,89870
"26","Chubut","Moderna Bivariante BA 4 5",0,0,1,0,2891
"26","Chubut","Pfizer BioNTech Comirnaty",0,33469,40122,4516,146938
"26","Chubut","Pfizer Bivariante BA 4 5",0,1,3,0,9473
"26","Chubut","Pfizer Pediátrica",0,479,230,28,2679
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",0,173421,142305,174,997
"26","Chubut","Sputnik Light",25,0,31,0,90
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",0,136829,100188,905,15189
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",0,194147,186025,17688,161353
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",0,19893,493,0,0
"18","Corrientes","Cansino Ad5 nCoV",11269,0,288,71,40834
"18","Corrientes","Moderna 010 mg mL",0,10600,4170,0,24537
"18","Corrientes","Moderna ARNm 020 mg mL",0,28284,63280,393,323350
"18","Corrientes","Moderna Bivariante BA 4 5",0,0,1,0,3085
"18","Corrientes","Pfizer BioNTech Comirnaty",0,83387,81545,1794,274870
"18","Corrientes","Pfizer Bivariante BA 4 5",0,1,1,0,17236
"18","Corrientes","Pfizer Pediátrica",0,376,253,262,42599
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",0,429139,370300,66,2543
"18","Corrientes","Sputnik Light",0,0,0,0,5
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",0,268514,194854,16,48881
"14","Córdoba","AstraZeneca ChAdOx1 S recombinante",0,809361,825094,183919,658746
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",0,44130,129,0,0
"14","Córdoba","Cansino Ad5 nCoV",38402,0,5735,33,11375
"14","Córdoba","Moderna 010 mg mL",0,7911,4641,0,57445
"14","Córdoba","Moderna ARNm 020 mg mL",0,50357,269014,37,927466
"14","Córdoba","Moderna Bivariante BA 4 5",0,0,0,0,3577
"14","Córdoba","Pfizer BioNTech Comirnaty",0,283969,258790,16564,725933
"14","Córdoba","Pfizer Bivariante BA 4 5",0,0,0,0,39506
"14","Córdoba","Pfizer Pediátrica",0,1770,1108,179,24638
"14","Córdoba","Sinopharm Vacuna SARSCOV 2 inactivada",0,1256722,1144664,512,9161
"14","Córdoba","Sputnik Light",27,0,8,0,3
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",0,940041,627733,4081,98748
"30","Entre Ríos","AstraZeneca ChAdOx1 S recombinante",0,292127,287601,72090,179376
"30","Entre Ríos","COVISHIELD ChAdOx1nCoV COVID 19",0,17390,375,0,0
"30","Entre Ríos","Cansino Ad5 nCoV",14039,0,501,14,5341
"30","Entre Ríos","Moderna 010 mg mL",0,2806,1392,0,10783
"30","Entre Ríos","Moderna ARNm 020 mg mL",0,24204,86756,217,288885
"30","Entre Ríos","Moderna Bivariante BA 4 5",0,0,0,0,10
"30","Entre Ríos","Pfizer BioNTech Comirnaty",0,98118,86512,7714,257933
"30","Entre Ríos","Pfizer Bivariante BA 4 5",0,0,3,0,7464
"30","Entre Ríos","Pfizer Pediátrica",0,256,139,51,14664
"30","Entre Ríos","Sinopharm Vacuna SARSCOV 2 inactivada",0,484508,430776,304,1599
"30","Entre Ríos","Sputnik Light",2,0,15,0,225
"30","Entre Ríos","Sputnik V COVID19 Instituto Gamaleya",0,325199,233669,3780,87174
"34","Formosa","AstraZeneca ChAdOx1 S recombinante",0,129567,156268,231065,77255
"34","Formosa","COVISHIELD ChAdOx1nCoV COVID 19",0,7392,8,0,0
"34","Formosa","Cansino Ad5 nCoV",7298,0,3,13,4795
"34","Formosa","Moderna 010 mg mL",0,4747,1761,0,18933
"34","Formosa","Moderna ARNm 020 mg mL",0,40757,9696,155,175107
"34","Formosa","Moderna Bivariante BA 4 5",0,0,0,0,3992
"34","Formosa","Pfizer BioNTech Comirnaty",0,26573,56187,21470,86588
"34","Formosa","Pfizer Bivariante BA 4 5",0,0,0,0,7527
"34","Formosa","Pfizer Pediátrica",0,30,88,117,11473
"34","Formosa","Sinopharm Vacuna SARSCOV 2 inactivada",0,235828,211453,372,445
"34","Formosa","Sputnik V COVID19 Instituto Gamaleya",0,138034,89211,2986,10077
"38","Jujuy","AstraZeneca ChAdOx1 S recombinante",0,165467,159547,31957,52838
"38","Jujuy","COVISHIELD ChAdOx1nCoV COVID 19",0,14040,295,0,0
"38","Jujuy","Cansino Ad5 nCoV",1726,0,1689,36,32588
"38","Jujuy","Moderna 010 mg mL",0,3275,1619,0,13596
"38","Jujuy","Moderna ARNm 020 mg mL",0,26963,43207,1542,201132
"38","Jujuy","Moderna Bivariante BA 4 5",0,1,1,0,6075
"38","Jujuy","Pfizer BioNTech Comirnaty",0,58144,72291,14713,159568
"38","Jujuy","Pfizer Bivariante BA 4 5",0,2,3,0,22939
"38","Jujuy","Pfizer Pediátrica",0,2580,946,181,14660
"38","Jujuy","Sinopharm Vacuna SARSCOV 2 inactivada",0,279551,220517,439,1543
"38","Jujuy","Sputnik Light",21,0,109,0,701
"38","Jujuy","Sputnik V COVID19 Instituto Gamaleya",0,154365,125526,12803,38913
"42","La Pampa","AstraZeneca ChAdOx1 S recombinante",0,69661,76780,37248,46114
